Incident_ID,Date,Quarter,School,City,State,School_Level,During_School,Summary
20211001INBEI,2021/10/1,Fall,Ben Davis High School,Indianapolis,IN,High,No,Teen shot by another teen at the stadium gate during a football game
20211001NCSEF,2021/10/1,Fall,Seventy-First High School,Fayetteville,NC,High,No,Two teens shot in parking lot following football game
20211001NJCHC,2021/10/1,Fall,Cherry Hill West High School,Cherry Hill,NJ,High,No,Male fired 8 shots at the football stadium stands then fled
20211001NCNOD,2021/10/1,Fall,Northern High School,Durham,NC,High,No,Vehicle drove onto grass near stadium and fired 10-15 shots as crowd was exiting
20210930TNCUM,2021/9/30,Fall,Cummings Elementary School,Memphis,TN,K-8,Yes,Student shot student in the stairwell then fled in vehicle
20210930MSNEN,2021/9/30,Fall,Newton Elementary School,Newton,MS,Elementary,Yes,1st grader shot when gun inside backpack discharged
20210929OHSHS,2021/9/29,Fall,Shaker Heights Middle School,Shaker Heights,OH,Middle,No,Shot fired in school parking lot during football game
20210928MESOS,2021/9/28,Fall,South Portland High School,South Portland,ME,High,No,Teen shot in school parking lot
20210927ILCAC,2021/9/27,Fall,Canterbury Elementary School,Crystal Lake,IL,Elementary,Yes,"Police called for student with gun on the playground, arrested student with BB gun"
20210924MDWIB,2021/9/24,Fall,Wildwood Elementary/Middle School,Baltimore,MD,K-8,No,Teen shot outside of school
20210924ALFAF,2021/9/24,Fall,Fairfield High Preparatory School,Fairfield,AL,High,No,Shots fired at visiting fans in the parking lot
20210924VAESE,2021/9/24,Fall,Essex High School,Essex,VA,High,No,Shots fired near ticket booth and softball field during football game
20210924TNSTS,2021/9/24,Fall,Stewarts Creek High School,Smyrna,FL,High,No,Teen fired shots into the air during a fight in the parking lot during a football game
20210923IDRIR,2021/9/23,Fall,Rigby Middle School,Rigby,ID,Middle,Yes,Emotionally distressed student with a gun in the bathroom detained by SRO
20210922NYSOB,2021/9/22,Fall,South Shore High School,Brooklyn,NY,High,Yes,"Teen shot outside school, ran inside for help"
20210922CTLIN,2021/9/22,Fall,Lincoln-Bassett Community School,New Haven,CT,Elementary,Yes,Shots fired while students were outside for recess
20210921GAFRA,2021/9/21,Fall,Fred A. Toomer Elementary School,Atlanta,GA,Elementary,Yes,Shots fired during argument between parents
20210921PAVAP,2021/9/21,Fall,Vaux Big Picture High School,Philadelphia,PA,High,Yes,Student shot in front of school during dismissal
20210921OHMIM,2021/9/21,Fall,Middletown Preparatory and Fitness Academy,Middletown,OH,High,Yes,Occupied school bus shot by multiple BBs
20210921KSEAW,2021/9/21,Fall,East High School,Wichita,KS,High,Yes,Three students shot outside school during lunch
20210921FLLAL,2021/9/21,Fall,Lake Asbury Elementary School,Lake Asbury,FL,Elementary,Yes,Windows of two occupied school buses broken by BBs
20210920OHEAC,2021/9/20,Fall,Eastside Arts Academy,Cleveland,OH,Elementary,No,Three teens shot on the school playground
20210920VAHEN,2021/9/20,Fall,Heritage High School,Newport News,VA,High,Yes,Student shot two other students during fight in hallway then fled
20210918COWIC,2021/9/18,Fall,Widefield High School,Colorado Springs,CO,High,No,2 teens and 1 adult shot in the parking lot at the end of a football game
20210917NCPAW,2021/9/17,Fall,Parkland High School,Winston-Salem,NC,High,Yes,Shots fired toward the school building during a fight between 30 teens
20210917VAHEH,2021/9/17,Fall,Hermitage High School,Henrico,VA,High,No,Shots fired during a fight in the parking lot following football game
20210917PAWEP,2021/9/17,Fall,West Philadelphia High School,Philadelphia,PA,High,No,"20 shots fired during football game, teens involved ran across the field"
20210917GASWS,2021/9/17,Fall,Swainsboro High School,Swainsboro,GA,High,No,Shots fired in the stands of the football stadium during a fight
20210917TNAUK,2021/9/17,Fall,Austin-East High School,Knoxville,TN,High,No,"Teen shot outside football stadium, field cleared"
20210916WIORM,2021/9/16,Fall,Orchard Ridge Elementary School,Madison,WI,Elementary,No,"Shot fired near school, police found shell casings"
20210916UTPRP,2021/9/16,Fall,Provo High School,Provo,UT,High,Yes,Student brandished handgun during fight in the hallway
20210916OHBEC,2021/9/16,Fall,Beechcroft High School,Columbus,OH,High,No,Seven shots fired when fans were leaving the football game
20210915KYMAL,2021/9/15,Fall,Mary Todd Elementary School,Lexington,KY,Elementary,No,Man shot and ran to elementary school for assistance
20210915ILCEC,2021/9/15,Fall,Centennial High School,Champaign,IL,High,Yes,"Shots fired outside of school, no injuries"
20210915VASPS,2021/9/15,Fall,Springfield Estates Elementary,Springfield,VA,Elementary,Yes,Student used stungun on 3 classmates in the school
20210914MOMCH,2021/9/14,Fall,McNair Elementary School,Hazelwood,MO,Elementary,Yes,Two parents brandished handguns during an argument in the drop-off line
20210914TNLAL,2021/9/14,Fall,La Vergne High School,La Vergne,TN,High,Yes,Teen fired 3 shots in the parking lot during dismissal
20210913SCEDC,2021/9/13,Fall,Edwards Elementary School,Chesterfield County,SC,Elementary,Yes,Woman shot her adult son-in-law during a domestic dispute in the parking lot
20210910CONOA,2021/9/10,Fall,North Area Athletic Complex,Arvada,CA,High,No,Shots fired in the parking lot during high school football game
20210910CASTP,2021/9/10,Fall,Stratford School,Palo Alto,CA,Elementary,Yes,Man shot air rifle at a random student on the playground
20210908MNPRB,2021/9/9,Fall,Prairie Seeds Academy,Brooklyn Park,MN,High,No,"Multiple people shooting, bullets struck the school building"
20210909ILCHC,2021/9/9,Fall,Champaign School Bus,Champaign,IL,Elementary,Yes,Occupied school bus was struck by bullet during drive-by
20210909MITRF,2021/9/9,Fall,Tri-County Education Center,Ferndale,MI,6-12,Yes,Teen fired shot into the ground during a fight in the parking lot
20210909NCSHE,2021/9/9,null,Sheep-Harney Elementary School,Elizabeth City,NC,Elementary,No,Multiple windows of the school were shot and broken
20210908ILCEC,2021/9/8,Fall,Centennial High School,Champaign,IL,High,Yes,Student pulled gun during fight in hallway then fled the school
20210907PAHAH,2021/9/7,Fall,Harrisburg High School,Harrisburg,PA,High,Yes,Shots fired during fight in the parking lot
20210907TNLAL,2021/9/7,Fall,La Vergne High School,La Vergne,TN,High,Yes,Teen fired shots in parking lot during dismissal
20210907MAOMG,2021/9/7,Fall,O’Maley Innovation Middle School,Gloucester,MA,Middle,No,"Teens damaged 46 cars, 7 businesses, and broke 10 windows on a school bus during BB gun shooting spree"
20210903CAMTH,2021/9/3,Fall,Mt. Eden High School,Hayward,CA,High,Yes,"Teen fired shots a vehicle on campus, fled, and then attempted to re-enter school with handgun"
20210903NVDEL,2021/9/3,Fall,Desert Oasis High School,Las Vegas,NV,High,No,Shots fired into air during fight following football game
20210903NCJUC,2021/9/3,Fall,Julius Chambers High School,Charlotte,NC,High,No,Multiple shots fired near stadium gate following football game
20210903CABUB,2021/9/3,Fall,Buena Park School District Bus,Buena Park,CA,null,Yes,"Man fired shot at occupied school bus, attempting to kill wife (bus driver)"
20210902ARLIL,2021/9/2,Fall,Little Rock Central High School,Little Rock,AR,High,Yes,Parent of student brandished gun during fight in front of school
20210902INWEG,2021/9/2,Fall,West Side Leadership Academy,Gary,IN,High,Yes,Student shot getting off school bus
20210902CASAL,2021/9/2,Fall,Santee High School,Los Angeles,CA,High,Yes,Two students shot during fight on football field
20210902GAWOS,2021/9/2,Fall,Woodland High School,Stockbridge,GA,High,Yes,"Man outside of school waving gun, school locked down"
20210902NMALA,2021/9/2,Fall,Albuquerque Christ Lutheran Church and School,Albuquerque,NM,K-8,Yes,Student fired shots at vehicle in the parking lot
20210902CASAL,2021/9/2,Fall,Santee High School,Los Angeles,CA,High,Yes,Fight between students escalated into shooting
20210901NCMTW,2021/9/1,Fall,Mt. Tabor High School,Winston-Salem,NC,High,Yes,Student shot another student inside the school and fled the area
20210901ILFRC,2021/9/1,Fall,Frazier International Magnet School,Chicago,IL,Elementary,No,Adult man fatally shot in front of the school
20210830NCNEW,2021/8/30,Fall,New Hanover High School,Wilmington,NC,High,Yes,Student shot during large fight in hallway
20210830FLOKW,2021/8/30,Fall,Okeeheelee Middle School,West Palm Beach,FL,Middle,Yes,Female student shot in the neck with a pellet gun on the school bus
20210830MDNEO,2021/8/30,Fall,New Town High School,Owings Mills,MD,High,Yes,Adult male fired shots during fight outside the school
20210830NJWEN,2021/8/30,Fall,West Side High School,Newark,NJ,High,Yes,Teen fatally shot leaving night program at the school
20210828CASAS,2021/8/28,Fall,Santa Maria High School,Santa Maria,CA,High,No,"Police called for shots fired at football game, police recovered gun"
20210827INHAH,2021/8/27,Fall,Hammond Central High School,Hammond,IN,High,Yes,Two student shot beside the school building 
20210827VTEDB,2021/8/27,Fall,Edmunds Middle School,Burlington,VT,Middle,No,"Bullet hole found in school window, classes cancelled at 2 schools"
20210827KYAPO,2021/8/27,Fall,Apollo High School,Owensboro,KY,High,No,Man shot during fight following football game
20210827PAACS,2021/8/27,Fall,Academy Park High School,Sharon Hill,PA,High,No,Three officers fired into crowd following football game
20210827VAFRW,2021/8/27,Fall,Freedom High School,Woodbridge,VA,High,No,Teen fired shots into the crowd following football game
20210826OHNOT,2021/8/26,Fall,Northpointe Academy Elementary School,Toledo,OH,Elementary,No,Coach fired shots into the air during fight at football game
20210826NYHAH,2021/8/26,Fall,Hauppauge Middle School,Hauppauge,NY,Middle,Yes,"Man fired shots during dispute, then fired at security officer"
20210826WAAKS,2021/8/26,Fall,Aki Kurose Middle School,Seattle,WA,Middle,No,Teen was sitting on front steps of school when he was shot multiple times by another teen
20210822ILWER,2021/8/22,Fall,West Middle School,Rockford,IL,Middle,No,Teen shot during fight in the school parking lot
20210820NEMIO,2021/8/20,Fall,Miller Park Elementary,Omaha,NE,Elementary,No,Two adults shot in front of elementary school
20210820CACEF,2021/8/20,Fall,Central High-Bullard High,Fresno,CA,High,No,Teen shot multiple times in the parking lot following football game
20210818SCORO,2021/8/18,Fall,Orangeburg-Wilkinson High School,Orangeburg,SC,High,Yes,Teen shot 3 students in school parking lot during dismissal
20210817COYED,2021/8/17,Fall,Yeshiva Toras Chaim High School,Denver,CO,High,Yes,Student fatally shot during robbery in front of school
20210815VAROD,2021/8/15,Summer,Rosa Park Elementary School,Dale City,VA,Elementary,No,Shots fired in school parking lot during fight between a group of people
20210814ILMAC,2021/8/14,Summer,Mary E. McDowell Elementary School,Chicago,IL,Elementary,No,Teen shot during drive-by outside elementary school
20210814SCDAH,2021/8/14,Summer,Darlington County School District Buses,Hartsville,SC,null,null,Windows of 6 school buses shot with BBs
20210813NMWAA,2021/8/13,Fall,Washington Middle School,Albuquerque,NM,Middle,Yes,Student shot another student during recess following a prior dispute
20210813GACAS,2021/8/13,Fall,Campbell High SChool,Smyrna,GA,High,No,Shots fired during fight following high school football game
20210812CANOS,2021/8/12,Fall,North Mountain Middle School,San Jacinto,CA,Middle,Yes,Student fired shot in the school bathroom
20210812GALIL,2021/8/12,Fall,Lithonia High School,Lithonia,GA,High,Yes,"SRO attempted to stop 2 men, they fled in vehicle, and SRO fired shots at the vehicle"
20210811COMAC,2021/8/11,Summer,Mark Twain Elementary School,Colorado Springs,CO,Elementary,No,Man shot outside of the school
20210811CAOAO,2021/8/11,Fall,Oakland Tech High School,Oakland,CA,High,Yes,Shots fired outside of the school during dismissal
20210810OHEAC,2021/8/10,Summer,East Linden Elementary School,Columbus,OH,Elementary,No,"Group of teens was playing with gun, one shot was fired striking a teen"
20210807ORGIP,2021/8/7,Summer,Gilbert Heights Elementary School,Portland,OR,Elementary,No,Man found fatally shot in school parking lot
20210806LASTH,2021/8/6,Summer,St. Francis de Sales school,Houma,LA,K-8,Yes,Woman shot inside her car in pick-up line during attempted robbery
20210805GACHD,2021/8/5,Summer,Chapel Hill Middle School,Douglasville,GA,Middle,No,"Teacher set fired to school office and fired shots, placed on admin leave day prior"
20210804ALBUM,2021/8/4,Summer,Burns Middle School,Mobile,AL,Middle,No,Two teens shot in school parking lot
20210727WATYS,2021/7/27,Summer,Tyee High School,SeaTac,WA,High,No,Adult man fatally shot on school basketball court
20210721ILTHC,2021/7/21,Summer,Theodore Herzl Elementary School,Chicago,IL,Elementary,No,5 people shot outside of elementary school
20210719TXCAC,2021/7/19,Summer,Caldwell High School,Caldwell,TX,High,Yes,"Teen in a vehicle fired ""hydroball"" gun at students in the parking lot"
20210718ARFOL,2021/7/18,Summer,Forest Park Elementary,Little Rock,AL,Elementary,No,Shots fired on school basketball court
20210709KSCAW,2021/7/9,Summer,Campus High School,Wichita,KS,High,No,"Following police chase, vehicle crashed and caught fire on the field in front of the high school, driver fired shots at officers"
20210708ILBEC,2021/7/8,Summer,Benito Juarez Community Academy,Chicago,IL,High,Yes,Teen student bystander struck during shooting resulting from fight between 2 adult women
20210704NYDRR,2021/7/4,Summer,Dr. Louis A. Cerulli School No. 34,Rochester,NY,High,No,Teen sitting in vehicle shot during drive-by in school parking lot
20210628CASLF,2021/6/28,Summer,Slater Elementary School,Fresno,CA,Elementary,No,Shot fired at vehicle that crashed through fence onto school property
20210624ILABR,2021/6/24,Summer,Abraham Lincoln Middle School,Rockford,IL,Middle,No,"Man shot while driving, crashed his vehicle on the front lawn of the school"
20210620CAGRM,2021/6/20,Summer,Modesto Christian School,Modesto,CA,K-12,No,Armed security guard fired at man who attempted to run him over with vehicle
20210614TXEAF,2021/6/14,Summer,Eastern Hills High School,Fort Worth,TX,High,No,Man shot during robbery in school parking lot
20210614NCRJW,2021/6/14,Summer,R.J. Reynolds High School,Winston-Salem,NC,High,No,"Police chase ended at school, man fired shots at police and fled on foot across campus"
20210614NCROR,2021/6/14,Summer,Rowland Middle School,Rowland,NC,Middle,No,"6 vehicles shot in school parking lot, several individuals fired shots"
20210613PAWIP,2021/6/13,Summer,William Dick School,Philadelphia,PA,K-8,No,Man shot on the school basketball court
20210613PAPAC,2021/6/13,Summer,Park Elementary School,Columbia,PA,Elementary,No,Elderly man shot himself in the school parking lot
20210612MOMCF,2021/6/12,Summer,McCluer North High School,Florissant,MO,High,No,Teen shot and killed by another teen on school campus late at night
